,Genome,Genus,Species,AA10,AA3,CBM0,CBM13,CBM18,CBM3,CBM32,CBM4,CBM48,CBM5,CBM50,CBM63,CBM67,CBM91,CE1,CE11,CE12,CE2,CE4,CE8,CE9,GH0,GH1,GH102,GH103,GH104,GH105,GH106,GH108,GH113,GH12,GH121,GH127,GH13,GH140,GH146,GH148,GH15,GH153,GH154,GH16,GH18,GH19,GH2,GH23,GH24,GH25,GH26,GH28,GH3,GH30,GH31,GH32,GH33,GH36,GH37,GH38,GH39,GH4,GH42,GH43,GH5,GH51,GH53,GH65,GH68,GH73,GH77,GH78,GH8,GH88,GH91,GH94,GT0,GT1,GT101,GT102,GT11,GT111,GT14,GT19,GT2,GT20,GT21,GT24,GT25,GT26,GT28,GT30,GT32,GT35,GT4,GT41,GT5,GT51,GT52,GT56,GT73,GT8,GT81,GT83,GT84,GT9,GT97,PL0,PL1,PL10,PL11,PL17,PL2,PL22,PL26,PL3,PL35,PL38,PL4,PL9
368,GCA_029524255.1,Pectobacterium,brasiliense,0,1,0,1,0,1,2,0,2,1,6,1,0,0,1,1,2,0,1,2,1,0,10,1,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,6,0,0,0,4,2,0,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,1,1,1,0,2,4,1,1,3,0,1,0,0,1,1,0,4,0,0,6,0,0,0,2,1,0,2,0,0,1,2
369,GCA_000024645.1,Pectobacterium,parmentieri WPP163,0,0,0,1,0,1,1,0,2,1,6,1,0,3,1,1,1,0,1,2,2,0,7,1,1,0,2,0,1,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,8,0,0,0,3,3,0,1,1,1,2,0,1,0,0,2,3,1,0,2,1,0,3,1,0,1,0,0,0,2,1,0,0,0,1,0,1,10,0,0,0,1,1,1,1,1,2,5,0,1,3,1,1,0,2,0,1,0,3,0,0,5,0,0,0,2,1,1,1,0,1,1,2
370,GCA_000406165.1,Dickeya,zeae NCPPB 2538,0,0,0,0,0,0,0,0,2,2,6,1,0,0,1,1,1,0,1,1,1,0,3,1,2,1,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,4,1,0,0,3,3,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,0,1,9,0,0,0,0,1,1,1,0,2,8,1,1,3,0,1,0,0,1,1,0,4,0,0,8,0,0,0,1,1,0,2,0,0,2,3
371,GCA_016950125.1,Pectobacterium,brasiliense,0,1,0,1,0,1,3,0,2,1,6,1,0,0,1,1,2,0,1,2,1,0,10,1,2,1,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,8,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,3,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,4,1,1,3,0,1,0,0,1,1,0,4,0,0,6,0,0,0,2,1,0,2,0,0,1,2
372,GCA_020166465.1,Pectobacterium,versatile,0,1,0,1,0,1,2,0,2,1,6,1,0,0,1,1,1,0,0,2,1,0,8,1,1,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,6,1,0,0,4,3,0,1,1,1,1,0,1,0,1,1,2,1,0,2,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,4,0,1,4,0,1,0,1,1,1,0,3,0,0,5,0,0,0,2,1,0,2,0,0,1,2
373,GCA_024758625.1,Pectobacterium,polonicum,0,1,2,2,0,1,1,0,2,1,6,1,0,2,1,1,1,0,1,2,1,0,9,1,1,0,2,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,8,0,0,0,4,2,0,0,1,1,1,0,1,0,0,1,2,1,0,2,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,11,0,0,0,1,1,1,1,1,2,3,0,1,4,0,1,0,2,0,1,0,3,0,0,6,0,0,0,2,1,1,2,1,1,1,2
374,GCA_020166435.1,Pectobacterium,versatile,0,1,0,1,0,1,2,0,2,1,6,1,0,0,1,1,1,0,0,2,1,0,8,1,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5,3,0,0,4,3,0,1,1,1,1,0,1,0,1,1,2,1,0,2,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,8,0,0,0,1,1,1,1,1,2,4,0,1,4,0,1,0,1,1,1,0,4,0,0,5,0,0,0,2,1,0,2,0,0,1,2
375,GCA_003315515.1,Brenneria,salicis ATCC 15712 = DSM 30166,0,1,0,0,0,1,0,0,0,1,6,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,2,0,0,2,0,1,1,0,0,3,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,4,1,0,0,0,1,1,1,0,2,5,0,1,3,0,1,0,2,1,0,1,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0
376,GCA_016949525.1,Pectobacterium,brasiliense,0,1,0,1,0,1,3,0,2,1,6,1,0,0,1,1,2,0,1,2,1,0,10,1,2,1,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,8,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,3,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,4,1,1,3,0,1,0,0,1,1,0,4,0,0,6,0,0,0,2,1,0,2,0,0,1,2
377,GCA_016107025.1,Pectobacterium,parmentieri,0,0,0,1,0,1,1,0,2,1,6,1,0,0,1,1,1,0,1,2,2,0,7,1,1,0,2,0,1,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,6,3,0,0,3,3,0,1,1,1,2,0,1,0,0,2,3,1,0,2,1,0,2,1,0,1,0,0,0,2,1,0,0,0,0,0,1,10,0,0,0,1,1,1,1,0,2,3,0,1,3,1,1,0,1,0,1,0,4,0,0,5,0,0,0,2,1,1,1,0,0,1,2
378,GCA_013168575.1,Dickeya,dadantii,0,1,0,0,0,0,1,0,2,2,4,1,0,0,1,1,0,0,1,2,1,0,4,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,5,0,0,1,5,2,1,1,0,2,1,0,0,0,0,0,0,1,0,1,0,0,2,1,0,1,0,0,0,1,2,0,0,0,0,0,1,9,0,0,0,0,1,1,1,0,2,5,1,1,2,0,1,0,0,1,1,0,3,0,0,8,0,0,0,1,1,1,1,0,0,1,2
379,GCA_016950195.1,Pectobacterium,brasiliense,0,1,0,1,0,1,2,0,2,1,6,1,0,0,1,1,1,0,1,2,1,0,11,1,1,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,7,1,0,0,4,2,0,1,1,1,1,0,1,0,2,1,2,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,2,1,1,3,0,1,0,2,1,1,0,3,0,0,6,0,1,0,2,1,1,2,0,0,1,2
380,GCA_900195285.2,Pectobacterium,parvum,1,1,0,1,0,1,1,0,2,1,6,0,0,0,1,1,1,0,1,2,1,0,7,1,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,9,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,2,1,0,2,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,6,0,0,0,0,1,1,1,0,2,4,1,1,3,0,1,0,1,1,1,0,3,0,0,5,0,1,0,2,1,0,1,0,0,1,2
381,GCA_001932635.1,Pectobacterium,brasiliense,0,1,0,1,0,1,2,0,2,1,6,1,0,1,1,1,2,0,1,2,1,0,11,1,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,8,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,4,0,1,3,0,1,0,1,1,1,0,4,0,0,6,0,0,0,2,1,0,2,0,1,1,2
382,GCA_024498815.1,Pectobacterium,aroidearum,0,1,0,1,0,1,2,0,2,1,6,1,0,3,1,1,1,0,1,2,1,0,9,1,1,0,2,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,8,1,0,0,5,2,0,1,1,1,1,0,1,0,1,1,3,1,0,2,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,13,0,0,0,0,1,1,1,0,2,2,1,1,4,0,1,0,4,1,1,0,4,0,0,6,0,0,0,2,1,1,2,1,1,1,2
383,GCA_000365365.1,Dickeya,dianthicola GBBC 2039,0,0,0,0,0,0,1,0,2,2,6,2,0,0,1,1,2,1,1,3,1,0,5,1,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,7,0,0,0,3,3,0,1,2,1,1,0,0,0,0,1,1,2,0,1,0,0,1,1,1,1,0,1,1,1,2,0,0,0,0,0,1,6,0,0,0,0,1,1,1,0,2,4,1,1,3,0,1,0,0,0,1,1,4,0,0,9,0,0,0,1,1,0,2,0,0,1,3
384,GCA_011378985.1,Pectobacterium,polaris,1,1,0,1,0,1,1,0,2,1,6,0,0,0,1,1,1,0,1,2,1,0,7,1,1,1,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,6,2,0,0,4,2,0,1,1,1,1,0,1,0,1,1,2,1,0,2,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,6,0,0,0,0,1,1,1,0,2,4,1,1,3,0,1,0,1,1,1,0,3,0,0,5,0,1,0,2,1,0,1,0,0,1,2
385,GCA_016404925.1,Dickeya,solani,0,1,0,0,0,0,0,0,2,2,6,1,0,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,5,0,0,1,4,3,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,0,1,11,0,0,0,0,1,1,1,0,2,7,1,1,3,0,1,0,0,1,1,0,4,0,0,7,0,0,0,1,1,1,2,0,0,1,3
386,GCA_025466305.1,Pectobacterium,parvum,0,1,0,1,0,1,1,0,2,1,6,0,0,0,1,1,1,0,1,2,1,0,7,1,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,6,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,2,1,0,2,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,6,0,0,0,0,1,1,1,0,2,5,1,1,3,0,1,0,2,0,1,0,3,0,0,5,0,1,0,2,1,0,1,0,0,1,2
387,GCA_001995275.1,Dickeya,dadantii,0,1,0,0,0,0,1,0,2,2,6,1,0,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,5,2,0,1,4,3,1,1,1,2,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,0,1,9,0,0,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,0,4,0,0,9,0,0,0,1,1,1,2,0,0,1,3
388,GCA_024498855.1,Pectobacterium,aroidearum,0,1,0,1,0,1,2,0,2,1,6,1,0,3,1,1,1,0,1,2,1,0,10,1,2,0,2,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,10,2,0,0,5,3,0,1,1,1,1,0,1,0,1,1,3,1,0,2,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,11,0,0,0,0,1,1,1,1,2,2,1,1,4,0,1,0,5,1,1,0,3,0,0,6,0,0,0,2,1,1,2,1,1,1,2
389,GCA_003269585.1,Lonsdalea,populi,0,0,0,0,0,0,1,0,0,1,6,1,0,0,0,1,0,0,1,0,1,0,3,1,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,2,0,1,2,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,2,0,0,1,1,0,0,0,0,0,0,1,7,1,0,0,0,1,1,1,0,0,8,0,0,3,0,1,0,0,1,0,1,4,0,0,2,0,0,0,0,0,0,1,0,0,0,1
390,GCA_024499035.1,Dickeya,zeae,0,0,0,0,0,0,2,0,3,2,6,0,0,0,1,1,1,0,1,1,1,1,4,1,2,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,5,1,0,0,2,3,1,1,1,2,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,0,1,12,0,0,0,0,1,1,1,0,2,7,1,1,4,0,1,0,0,1,1,0,4,0,0,7,0,0,0,1,1,0,1,0,1,1,3
391,GCA_018361065.1,Dickeya,dianthicola,0,0,0,0,0,0,1,0,2,2,6,2,0,1,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,9,1,0,0,3,3,0,1,2,1,1,0,0,0,0,1,1,2,0,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,0,1,11,0,0,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,1,4,0,0,7,0,0,0,1,1,1,2,0,1,2,3
392,GCA_016950185.1,Pectobacterium,brasiliense,0,1,0,1,0,1,3,0,2,1,6,1,0,0,0,1,2,0,1,2,1,0,9,1,1,1,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,8,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,3,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,4,1,0,3,0,1,0,0,1,1,0,4,0,0,6,0,0,0,2,1,0,2,0,0,1,2
393,GCA_024343625.1,Pectobacterium,carotovorum subsp. carotovorum,0,1,0,1,0,1,1,0,2,1,6,1,0,0,1,1,1,0,1,2,1,0,8,1,1,0,2,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,8,0,0,0,4,2,0,0,1,1,1,0,1,0,0,1,2,1,0,2,0,0,2,1,0,1,1,0,0,1,1,0,0,0,0,0,1,8,0,0,0,1,1,1,1,1,2,2,0,1,3,0,1,0,1,0,1,0,3,0,0,6,0,0,0,2,1,1,2,1,0,1,2
394,GCA_021432585.1,Pectobacterium,sp. IFB5596,0,1,0,1,0,1,2,0,2,1,6,1,0,0,1,1,2,0,1,2,1,0,9,1,1,1,2,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,7,0,0,0,4,3,0,1,1,1,1,0,1,0,0,2,3,1,0,2,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,9,0,0,0,1,1,1,1,1,2,2,0,1,3,0,1,0,2,0,1,0,3,0,0,6,0,0,0,2,1,1,2,0,0,1,2
395,GCA_000808385.1,Pectobacterium,brasiliense,0,1,0,1,0,1,2,0,2,1,6,1,0,0,1,1,2,0,1,2,1,0,10,1,2,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,2,0,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,1,1,1,0,2,4,1,1,3,0,1,0,0,1,1,0,4,0,0,6,0,0,0,2,1,0,2,0,0,1,2
396,GCA_003121735.1,Pectobacterium,polaris,0,1,0,1,0,1,1,0,2,1,6,1,0,0,1,1,1,0,1,2,1,0,9,1,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,5,2,0,0,3,2,0,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,9,0,0,0,0,1,1,1,0,2,4,0,1,3,0,1,0,1,1,1,0,3,0,0,6,0,1,0,2,1,0,2,0,0,1,2
397,GCA_024124775.1,Dickeya,zeae,0,0,0,0,0,0,1,0,2,2,6,1,0,0,1,1,1,0,1,1,1,0,5,1,2,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,5,0,0,1,3,3,1,1,1,2,1,0,0,0,0,1,0,1,0,1,0,0,2,1,0,1,0,0,0,1,2,0,0,0,0,0,1,9,0,0,0,0,1,1,1,0,2,8,1,1,3,0,1,0,0,1,1,0,4,0,0,6,0,0,0,1,1,0,1,0,0,2,3
398,GCA_009873555.1,Dickeya,solani,0,1,0,0,0,0,0,0,2,2,6,1,0,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,5,0,0,1,4,3,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,0,1,11,0,0,0,0,1,1,1,0,2,7,1,1,3,0,1,0,0,1,1,0,4,0,0,7,0,0,0,1,1,1,2,0,0,1,3
399,GCA_003121725.1,Pectobacterium,atrosepticum,0,1,0,1,0,1,1,0,2,1,6,1,0,0,1,1,1,0,1,2,1,0,9,1,1,0,2,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,1,8,0,0,0,4,3,0,1,1,1,1,0,1,0,2,1,2,1,0,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,9,0,0,0,1,1,1,1,1,2,5,1,1,5,0,1,0,2,1,1,0,4,0,0,6,0,0,0,2,1,1,2,0,0,1,2
400,GCA_016949345.1,Pectobacterium,brasiliense,0,1,0,1,0,1,2,0,2,1,6,1,0,0,1,1,2,0,1,2,1,0,10,1,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,6,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,8,0,0,0,1,1,1,1,1,2,3,0,1,3,0,1,0,2,1,1,0,3,0,0,6,0,0,0,2,1,0,2,0,0,1,2
401,GCA_003269775.1,Lonsdalea,populi,0,0,0,0,0,0,1,0,0,1,6,1,0,0,0,1,0,0,1,0,1,0,2,1,1,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,2,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,2,0,0,1,1,0,0,0,0,0,0,1,7,2,0,0,0,1,1,1,0,0,10,0,0,3,0,1,0,0,1,0,1,4,0,0,2,0,0,0,0,0,0,1,0,0,0,1
402,GCA_000365285.1,Dickeya,solani MK10,0,1,0,0,0,0,0,0,2,2,6,1,0,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,5,0,0,1,4,3,1,1,1,1,2,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,0,1,11,0,0,0,0,1,1,1,0,2,7,1,1,3,0,1,0,0,1,1,0,4,0,0,7,0,0,0,1,1,1,2,0,0,1,3
403,GCA_018361245.1,Dickeya,dianthicola,0,0,0,0,0,0,1,0,2,2,6,2,0,1,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,9,1,0,0,3,3,0,1,2,1,1,0,0,0,0,1,1,2,0,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,0,1,11,0,0,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,1,4,0,0,7,0,0,0,1,1,1,2,0,1,2,3
404,GCA_000808115.1,Pectobacterium,brasiliense,0,1,0,1,0,1,1,0,2,1,6,1,0,0,1,1,2,0,1,2,1,0,10,1,2,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,6,2,0,0,4,2,1,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,1,1,1,0,2,2,0,1,3,0,1,0,1,1,1,0,4,0,0,6,0,0,0,2,1,0,2,0,0,1,2
405,GCA_020295515.1,Pectobacterium,versatile,0,1,0,1,0,1,1,0,2,1,6,1,0,0,1,1,1,0,1,2,1,0,10,1,1,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,7,0,0,0,3,2,0,1,2,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,7,0,0,0,0,1,1,1,0,2,4,1,1,3,0,1,0,2,1,1,1,3,0,0,6,0,0,0,2,1,1,2,0,0,1,2
406,GCA_000511285.2,Dickeya,solani RNS 08.23.3.1.A,0,1,0,0,0,0,0,0,2,2,6,1,0,1,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,5,0,0,1,4,3,1,1,1,2,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,0,1,12,0,0,0,0,1,1,1,0,2,8,1,1,3,0,1,0,0,1,1,0,4,0,0,7,0,0,0,1,1,1,2,0,1,1,3
407,GCA_020406775.1,Dickeya,chrysanthemi,0,0,0,0,0,0,0,0,2,2,6,1,0,0,1,1,1,0,1,2,1,0,3,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,4,2,0,0,3,4,0,1,2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,0,1,7,0,0,0,0,1,1,1,0,2,7,1,1,3,0,1,0,0,1,1,1,4,0,0,6,0,0,0,1,1,1,2,0,0,2,3
408,GCA_002906725.1,Dickeya,dianthicola,0,0,0,0,0,0,1,0,2,2,6,2,0,0,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,8,1,0,0,3,3,0,1,2,1,1,0,0,0,0,1,1,2,0,1,0,0,1,1,2,1,0,1,1,1,2,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,1,4,0,0,7,0,0,0,1,1,1,2,0,0,2,3
409,GCA_004296765.1,Pectobacterium,versatile,0,1,0,1,0,1,1,0,2,1,6,1,0,0,1,1,1,0,1,2,1,0,10,1,1,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,6,2,0,0,4,2,0,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,6,0,0,0,0,1,1,1,0,2,3,1,1,3,0,1,0,0,0,1,1,4,0,0,6,0,0,0,2,1,1,2,0,0,1,2
410,GCA_946477055.1,Lonsdalea,britannica,0,0,0,0,0,0,1,0,0,1,6,1,0,0,0,1,0,0,1,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,1,3,0,2,3,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,2,2,0,0,1,1,1,0,0,0,0,0,1,7,2,0,0,0,1,1,0,0,0,6,0,0,3,0,1,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
411,GCA_001039055.1,Pectobacterium,carotovorum subsp. carotovorum ICMP 5702,0,1,0,1,0,1,2,0,2,1,6,1,0,0,1,1,1,0,1,2,1,0,10,1,2,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,5,2,0,0,4,2,0,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,7,0,0,0,0,1,1,1,1,2,2,0,1,3,0,1,0,2,0,1,1,3,0,0,6,0,1,0,2,1,1,2,0,0,1,2
412,GCA_016106995.1,Dickeya,dianthicola,0,0,0,0,0,0,1,0,2,2,6,2,0,0,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,8,1,0,0,3,3,0,1,2,1,1,0,0,0,0,1,1,2,0,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,1,4,0,0,7,0,0,0,1,1,1,2,0,0,2,3
413,GCA_018361105.1,Dickeya,dianthicola,0,0,0,0,0,0,1,0,2,2,6,2,0,1,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,9,1,0,0,3,3,0,1,2,1,1,0,0,0,0,1,1,2,0,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,0,1,11,0,0,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,1,4,0,0,7,0,0,0,1,1,1,2,0,1,2,3
414,GCA_016107095.1,Pectobacterium,parmentieri,0,0,0,1,0,1,1,0,2,3,6,1,0,0,1,1,1,0,1,2,2,0,8,1,1,0,2,0,2,0,1,0,0,3,0,0,0,0,1,0,0,2,0,1,12,0,0,0,3,3,0,1,1,1,2,0,1,0,0,2,3,1,0,2,1,0,1,1,0,1,0,0,0,2,1,0,0,0,0,0,1,10,0,0,0,1,1,1,1,1,2,4,0,1,4,1,1,0,2,0,1,0,4,0,0,5,0,0,0,2,1,1,1,0,0,1,2
415,GCA_014751545.1,Dickeya,solani,0,1,0,0,0,0,0,0,2,2,6,1,0,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,5,0,0,1,4,3,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,0,1,11,0,0,0,0,1,1,1,0,2,7,1,1,3,0,1,0,0,1,1,0,4,0,0,7,0,0,0,1,1,1,2,0,0,1,3
416,GCA_029524195.1,Pectobacterium,punjabense,0,1,0,1,0,1,1,0,2,1,6,1,0,0,1,1,2,0,1,2,1,0,11,1,1,0,2,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,6,1,0,0,4,3,0,1,1,1,1,0,1,0,1,1,3,1,0,2,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,11,0,0,0,0,1,1,1,1,2,2,0,1,3,0,1,0,1,0,1,0,3,0,0,6,0,0,0,2,1,1,2,0,0,1,2
417,GCA_003595115.1,Pectobacterium,carotovorum,0,1,0,1,0,1,3,0,2,1,6,1,0,0,1,1,2,0,1,2,1,0,10,1,2,1,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,8,1,0,0,4,2,0,1,1,1,1,0,1,0,1,1,3,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,2,4,1,1,3,0,1,0,0,1,1,0,4,0,0,6,0,0,0,2,1,0,2,0,0,1,2
418,GCA_016949735.1,Pectobacterium,brasiliense,0,1,0,1,0,1,2,0,2,1,6,1,0,0,1,1,2,0,1,2,1,0,10,1,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,6,1,0,0,4,2,1,1,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,1,1,1,1,0,2,3,0,1,3,0,1,0,1,1,1,0,4,0,0,6,0,0,0,2,1,0,2,0,0,1,2
